rank,id,name,category,brand,brandKey,modelKey,modelSlug,url,offers,stores,storeNames,minPrice,maxPrice,spreadPct,cheapestStore,priciestStore,inStock,hasImage,lastSeenAt,titles
11,5510,HERB SAVER GRINDERS MINI MIX UND-BLAZY SUSAN,Moledores,Blazy Susan,blazy-susan,herb-saver-mini,herb-saver-mini,/productos/blazy-susan/herb-saver-mini,3,2,Astro Growshop | Fumetas,9990,12051,21,Astro Growshop,Fumetas,true,true,2026-05-15T19:35:20.618Z,HERB SAVER GRINDERS MINI MIX UND-BLAZY SUSAN | Blazy Susan Moledor Contenedor Mini Herb Saver Lila | Blazy Susan Moledor Contenedor Mini Herb Saver Rosado
12,5778,Tiny Bell -Bonglab,Bongs,BONGLAB,bonglab,tiny-bell,tiny-bell,/productos/bonglab/tiny-bell,2,2,Astro Growshop | Piranha,14390,16990,18,Astro Growshop,Piranha,true,true,2026-05-14T13:46:39.410Z,Tiny Bell -Bonglab | Bong Tiny Bell
13,5740,Vaporizador DynaVap The B2 | PIRANHA,Vaporizadores herbales,DYNAVAP,dynavap,b2,b2,/productos/dynavap/b2,2,2,Fumetas | Piranha,73792,74990,2,Piranha,Fumetas,true,true,2026-05-08T22:07:52.126Z,Vaporizador DynaVap The B2 | PIRANHA | Dynavap Vaporizador Starter Kit B2
14,5717,Tips Perforated Wide-Raw,Filtros y boquillas,RAW,raw,paper-tip-wide-wide,paper-tip-wide-wide,/productos/raw/paper-tip-wide-wide,2,2,Astro Growshop | Fumetas,390,590,51,Astro Growshop,Fumetas,true,true,2026-05-09T06:22:59.215Z,Tips Perforated Wide-Raw | Boquillas RAW Wide Pre-picadas
15,5459,Papelillo Pink 1 1/4 1Und-Blazy Susan,Papelillos,BLAZY SUSAN,blazy-susan,paper-1-1-4-1-1-4,pink,/productos/blazy-susan/pink,3,3,Astro Growshop | Fumetas | Piranha,490,790,61,Astro Growshop,Piranha,true,true,2026-05-15T19:36:27.214Z,Papelillo Pink 1 1/4 1Und-Blazy Susan | Blazy Susan Papelillos Pink 1 1/4 | Papelillo 1 1/4 Blazy Susan Pink | PIRANHA
16,5713,Conos Bulldog Reefer 1 1/4 (6u),Conos y blunts,BULLDOG,the-bulldog,pre-roll-1-1-4-6u,pre-roll-1-1-4-6u,/productos/the-bulldog/pre-roll-1-1-4-6u,2,2,Fumetas | Piranha,1467,1990,36,Piranha,Fumetas,true,true,2026-05-09T05:57:46.626Z,Conos Bulldog Reefer 1 1/4 (6u) | Bulldog 6 Conos Pre-enrolados 1 1/4
17,5725,Encendedor Clipper Racoons,Encendedores y sopletes,Clipper,clipper,lighter-classic,lighter-classic,/productos/clipper/lighter-classic,19,3,Fumetas | GrowBarato Chile | Piranha,990,1190,20,Fumetas,Piranha,true,true,2026-05-09T06:35:54.829Z,Encendedor Clipper Crystal 12 | Encendedor Clipper Winter Plans 2 | Encendedor Clipper Racoons | Encendedor Clipper Space Area 4 | Encendedor Clipper Zombie Force | Encendedor Clipper Space Area 3 | Encendedor Clipper Space Area 1 | Encendedor Clipper Space Area 2 | Encendedor Clipper Dino Sports | Encendedor Clipper Winter Plans 1 | Encendedor Clipper Horror Days 1 | Encendedor Clipper Taroting 2 | Encendedor Clipper Monsters 1 | Encendedor Clipper Cocodrilos - Finger Up Animals 3 | Encendedor Clipper Sun is Shinning 2 | Encendedor Clipper Wall Of Fame 2 | Encendedor Clipper GB The Green Brand - GB The Green Brand | Encendedor Clipper varios modelos disponibles | Encendedor Clipper x Piranha
18,5735,Bandeja RAW metálica Girl - Mediana,Bandejas y ceniceros,RAW,raw,tray-girl-metal-medium,girl-metal-medium,/productos/raw/girl-metal-medium,3,3,Astro Growshop | Fumetas | Piranha,4990,7990,60,Piranha,Astro Growshop,true,true,2026-05-09T06:26:45.261Z,Bandeja Metálica RAW Girl | PIRANHA | Bandeja RAW metálica Girl - Mediana | Bandeja Metálica Girl Mediana-Raw
19,5760,CONTENEDOR EXTRACTOS AL VACIO REDONDO NEGRO 4ML-BONGLAB,Contenedores y estuches,BONGLAB,bonglab,extract-container-extracts-4ml,extract-container-extracts-4ml,/productos/bonglab/extract-container-extracts-4ml,3,3,Astro Growshop | Fumetas | Piranha,2990,3590,20,Astro Growshop,Fumetas,true,true,2026-05-09T05:52:21.069Z,CONTENEDOR EXTRACTOS AL VACIO REDONDO NEGRO 4ML-BONGLAB | Contenedor Extracciónes 4mL (Tapa Blanca/Tapa Negra) - BongLab | PIRANHA | Bonglab Contenedor De Extractos 4ml
20,5797,Enroladora Acrílica 1 1/4 1U-Ocb,Otros parafernalia,OCB,ocb,rolling-machine-acrilica-1-1-4,rolling-machine-acrilica-1-1-4,/productos/ocb/rolling-machine-acrilica-1-1-4,3,3,Astro Growshop | Fumetas | Piranha,3490,5190,49,Astro Growshop,Fumetas,true,true,2026-05-09T06:25:28.943Z,Enroladora Acrílica 1 1/4 1U-Ocb | Máquina Enroladora Acrílica OCB 1 1/4 | Enroladora Acrilica OCB 1 1/4
21,5749,Quemador Bowl Chico Hembra 14Mm - Bonglab,Repuestos para bongs y vaporizadores,BONGLAB,bonglab,bowl-bowl-14mm,bowl-bowl-14mm,/productos/bonglab/bowl-bowl-14mm,3,2,Astro Growshop | Piranha,4990,6990,40,Piranha,Astro Growshop,true,true,2026-05-09T06:31:49.638Z,Quemador Bowl Chico Hembra Bonglab 14mm | PIRANHA | Quemador Bowl Chico Hembra 14Mm - Bonglab | Quemador Bowl Chico Hembra 14 Mm -Bonglab
22,5769,Bonglab Banger Terp Sluter Cuarzo Macho 14MM,Accesorios de extraccion,BongLab,bonglab,banger-terp-slurper-macho-14mm,banger-terp-slurper-macho-14mm,/productos/bonglab/banger-terp-slurper-macho-14mm,3,3,Astro Growshop | Fumetas | Piranha,8990,11990,33,Piranha,Astro Growshop,true,true,2026-05-09T06:31:42.309Z,Banger Cuarzo Bonglab Simple 90° (14mm/10mm) | PIRANHA | Bonglab Banger Terp Sluter Cuarzo Macho 14MM | Banger Terp Slurper Cuarzo Macho 14Mm-Bonglab
23,5497,Pipa De Mano Heavy Gear,Pipas,CABO,cabo,heavy-gear,heavy-gear,/productos/cabo/heavy-gear,2,2,Fumetas | GrowBarato Chile,9000,11990,33,GrowBarato Chile,Fumetas,true,true,2026-05-09T06:36:05.120Z,Pipa De Mano Heavy Gear | Cabo Pipa Heavy Gear Black 20mm
24,5504,Moledor Calvo Lite Aluminio 63 mm – Grinder 4 Piezas Eficiente,Moledores,CALVO,calvo,lite-metal-63mm,lite-metal-63mm,/productos/calvo/lite-metal-63mm,3,3,Astro Growshop | Fumetas | GrowBarato Chile,15790,17990,14,Astro Growshop,Fumetas,true,true,2026-05-16T21:39:55.654Z,Moledor Lite 63Mm- Calvo Glass | Moledor Calvo Lite Aluminio 63 mm – Grinder 4 Piezas Eficiente | Moledor Calvo Lite Aluminio 63mm
25,5532,Tiny Bell Extended -Bonglab,Bongs,BONGLAB,bonglab,tiny-bell-extended,tiny-bell-extended,/productos/bonglab/tiny-bell-extended,3,3,Astro Growshop | Fumetas | Piranha,14990,17990,20,Astro Growshop,Fumetas,true,true,2026-05-14T13:46:39.673Z,Tiny Bell Extended -Bonglab | Bong Tiny Bell | BongLab Bong KM2 Tiny Bell Xtended 8 cm
26,5737,Vaporizador Mecánico Dynavap M7,Vaporizadores herbales,Dynavap,dynavap,m7,m7,/productos/dynavap/m7,3,3,Astro Growshop | Fumetas | Piranha,89990,94491,5,Fumetas,Piranha,true,true,2026-05-09T06:26:19.294Z,Vaporizador Mecánico Dynavap M7 | Vaporizador The New M7-Dynavap | Vaporizador DynaVap New The M 7 | PIRANHA
27,5722,Filtros de cartón OCB Premium de color blanco,Filtros y boquillas,OCB,ocb,paper-filter-premium,paper-filter-premium,/productos/ocb/paper-filter-premium,2,2,GrowBarato Chile | Piranha,450,890,98,GrowBarato Chile,Piranha,true,true,2026-05-09T06:06:39.868Z,Filtros de cartón OCB Premium de color blanco | Filtro Premium OCB
28,5467,Papelillo Unbleached 1 1/4 1Und-Blazy Susan,Papelillos,BLAZY SUSAN,blazy-susan,paper-1-1-4-1-1-4,unbleached,/productos/blazy-susan/unbleached,2,2,Astro Growshop | Piranha,490,790,61,Astro Growshop,Piranha,true,true,2026-05-09T06:57:32.262Z,Papelillo Unbleached 1 1/4 1Und-Blazy Susan | Papelillo 1 1/4 Blazy Susan Unbleached | PIRANHA
29,5709,Tea Leaf Wraps Blazy Susan | PIRANHA,Conos y blunts,BLAZY SUSAN,blazy-susan,wrap-tea-leaf-2u,wrap-tea-leaf-2u,/productos/blazy-susan/wrap-tea-leaf-2u,3,3,Astro Growshop | Fumetas | Piranha,1490,1990,34,Astro Growshop,Fumetas,true,true,2026-05-09T05:58:00.391Z,Blazy Susan 2X Tea Wraps Unidad | Tea Leaf Wraps Blazy Susan | PIRANHA | Blazy Susan Blunt Natural Wraps x2 - Tea Leaf
30,5728,Clipper Gas Butano 16 ml,Encendedores y sopletes,Clipper,clipper,gas-classic-16ml,gas-classic-16ml,/productos/clipper/gas-classic-16ml,2,2,Astro Growshop | Fumetas,1590,1590,0,Astro Growshop,Astro Growshop,true,true,2026-05-09T05:56:07.334Z,Gas Butano De Bolsillo 16Ml-Clipper | Clipper Gas Butano 16 ml
31,5734,Bandeja Metálica RAW Brazilian Girl | PIRANHA,Bandejas y ceniceros,RAW,raw,tray-brazilian-girl-metal-medium,brazilian-girl-metal-medium,/productos/raw/brazilian-girl-metal-medium,2,2,Astro Growshop | Piranha,5691,6990,23,Piranha,Astro Growshop,true,true,2026-05-09T06:22:43.064Z,Bandeja Metálica RAW Brazilian Girl | PIRANHA | Bandeja Metálica Brazilian Girl Mediana-Raw
32,5766,Raw Tarro Mason Jar de Vidrio 16oz,Contenedores y estuches,RAW,raw,jar-mason-glass-473ml,jar-mason-glass-473ml,/productos/raw/jar-mason-glass-473ml,2,2,Fumetas | Piranha,3990,3990,0,Piranha,Piranha,true,true,2026-05-09T05:57:58.755Z,Frasco de Almacenaje y Curado Mason Jar de Vidrio RAW 473mL | PIRANHA | Raw Tarro Mason Jar de Vidrio 16oz
33,5798,Máquina Enroladora RAW Automática 1 1/4,Otros parafernalia,RAW,raw,rolling-machine-automatica-1-1-4,rolling-machine-automatica-1-1-4,/productos/raw/rolling-machine-automatica-1-1-4,2,2,Fumetas | Piranha,9990,10990,10,Piranha,Fumetas,true,true,2026-05-09T06:31:41.822Z,Máquina Enroladora RAW Automática 1 1/4 | Maquina Enroladora RAW Automática 1 1/4
34,5746,BongLab Quemador HoneyComb Macho 14mm,Repuestos para bongs y vaporizadores,BongLab,bonglab,bowl-honeycomb-14mm,bowl-honeycomb-14mm,/productos/bonglab/bowl-honeycomb-14mm,3,3,Astro Growshop | Fumetas | Piranha,5990,6990,17,Fumetas,Piranha,true,true,2026-05-09T06:25:55.471Z,BongLab Quemador HoneyComb Macho 14mm | Quemador Honeycomb Macho 14mm | Quemador Honeycomb Macho 14Mm -Bonglab
35,5767,Bucket Banger Cuarzo Diseño Blazy Susan 14mm Macho | PIRANHA,Accesorios de extraccion,BLAZY SUSAN,blazy-susan,banger-diseno-macho-14mm,banger-diseno-macho-14mm,/productos/blazy-susan/banger-diseno-macho-14mm,2,2,Astro Growshop | Piranha,24592,34990,42,Piranha,Astro Growshop,true,true,2026-05-09T05:52:15.516Z,Bucket Banger Cuarzo Diseño Blazy Susan 14mm Macho | PIRANHA | Banger Cuarzo Diseño Bs 14Mm Macho-Blazy Susan
36,5490,Pipa Calvo Horn Pipe 10cm | PIRANHA,Pipas,CALVO,calvo,horn,horn,/productos/calvo/horn,2,2,Fumetas | Piranha,10943,14990,37,Piranha,Fumetas,true,true,2026-05-08T23:15:10.092Z,Pipa Calvo Horn Pipe 10cm | PIRANHA | Calvo Glass Pipa Horn Pipe 10 cm
37,5499,Moledor 63MM -Galaxy,Moledores,GALAXY,galaxy,metal-63mm,metal-63mm,/productos/galaxy/metal-63mm,3,2,Astro Growshop | Fumetas,17790,20990,18,Astro Growshop,Fumetas,true,true,2026-05-15T19:35:12.885Z,Moledor 63MM -Galaxy | Moledor 63Mm Rose Gold-Galaxy | Moledor Galaxy Aluminio 63mm
38,5773,Classic Ice 26Cm-Bonglab,Bongs,BONGLAB,bonglab,classic-ice,classic-ice,/productos/bonglab/classic-ice,2,2,Astro Growshop | Piranha,18850,19771,5,Astro Growshop,Piranha,true,true,2026-05-14T13:46:39.544Z,Classic Ice 26Cm-Bonglab | Bong Classic Ice
39,5736,Vaporizador Da Vinci Iq3 (Onyx/Blue/Purple/Grey),Vaporizadores herbales,DA VINCI,davinci,iq3,iq3,/productos/davinci/iq3,2,2,Astro Growshop | Fumetas,219990,299990,36,Astro Growshop,Fumetas,true,true,2026-05-09T06:26:35.615Z,Vaporizador Da Vinci Iq3 (Onyx/Blue/Purple/Grey) | Vaporizador DaVinci IQ3
40,5715,Filtros Tips Gummed-Raw,Filtros y boquillas,RAW,raw,gummed-tip-gummed,gummed-tip-gummed,/productos/raw/gummed-tip-gummed,2,2,Astro Growshop | Fumetas,490,690,41,Astro Growshop,Fumetas,true,true,2026-05-09T06:26:30.121Z,Filtros Tips Gummed-Raw | Boquillas RAW Gummed Tips - Con pegamento
