productId,productName,category,brandKey,existingStores,missingStores,cand1Store,cand1Score,cand1Title,cand1Id,cand2Store,cand2Score,cand2Title,cand2Id,bothActionable,oneActionable,bestAction,productUrl
5533,"Bong Water Splash K598 de Bonglab- GB The Green Brand",Bongs,bonglab,"Astro Growshop | GrowBarato Chile","Fumetas | Piranha",Fumetas,0.71,"Bonglab Bong Glycerin Green Avalanche 50cm",2418,Piranha,0,"",,false,true,"solo Fumetas tiene candidato","/productos/bonglab/water-splash"
5534,"Heavy Bubbler Cabo de borosilicato",Bongs,cabo,"Fumetas | GrowBarato Chile","Astro Growshop | Piranha",Astro Growshop,0,"",,Piranha,0,"",,false,false,"sin ofertas de esa marca en las tiendas faltantes","/productos/cabo/heavy-bubbler"
5536,"Bong Beaker Tree Perc 35cm",Bongs,calvo,"Fumetas | Piranha","Astro Growshop | GrowBarato Chile",Astro Growshop,0,"",,GrowBarato Chile,0.78,"Bong Honey Drips Doble Percolador 35cm Calvo Glass",3180,false,true,"solo GrowBarato Chile tiene candidato","/productos/calvo/beaker-tree-perc"
5538,"Hemper Bong Gummy Bear 17cm | PIRANHA",Bongs,hemper,"Fumetas | Piranha","Astro Growshop | GrowBarato Chile",Astro Growshop,0,"",,GrowBarato Chile,0,"",,false,false,"sin ofertas de esa marca en las tiendas faltantes","/productos/hemper/gummy-bear"
5705,"Conos Pre-Enrolados Blazy Susan 1 1/4 6u Pink | PIRANHA",Conos y blunts,blazy-susan,"Fumetas | Piranha","Astro Growshop | GrowBarato Chile",Astro Growshop,0.54,"Blazy Susan 2X Tea Wraps Unidad",795,GrowBarato Chile,0,"",,false,false,"hay ofertas pero score bajo — mejorar matching","/productos/blazy-susan/pre-roll-pink-1-1-4-6u"
5706,"Conos Pre-Enrolados Blazy Susan King Size 3u Pink | PIRANHA",Conos y blunts,blazy-susan,"Fumetas | Piranha","Astro Growshop | GrowBarato Chile",Astro Growshop,0.54,"Blazy Susan 2X Tea Wraps Unidad",795,GrowBarato Chile,0,"",,false,false,"hay ofertas pero score bajo — mejorar matching","/productos/blazy-susan/pre-roll-pink-king-size-3u"
5707,"Conos Pre-Enrolados Blazy Susan 1 1/4 6u Purple | PIRANHA",Conos y blunts,blazy-susan,"Fumetas | Piranha","Astro Growshop | GrowBarato Chile",Astro Growshop,0.54,"Blazy Susan 2X Tea Wraps Unidad",795,GrowBarato Chile,0,"",,false,false,"hay ofertas pero score bajo — mejorar matching","/productos/blazy-susan/pre-roll-purple-1-1-4-6u"
5712,"Blazy Susan Conos Pre-enrolados Shorty 12 uds.",Conos y blunts,blazy-susan,"Fumetas | Piranha","Astro Growshop | GrowBarato Chile",Astro Growshop,0,"",,GrowBarato Chile,0,"",,false,false,"hay ofertas pero score bajo — mejorar matching","/productos/blazy-susan/pre-roll-shorty-53mm-12u"
5708,"Blazy Susan Blunt Rose Wraps x2",Conos y blunts,blazy-susan,"Fumetas | Piranha","Astro Growshop | GrowBarato Chile",Astro Growshop,0.63,"Blazy Susan 2X Tea Wraps Unidad",795,GrowBarato Chile,0,"",,false,true,"solo Astro Growshop tiene candidato","/productos/blazy-susan/wrap-rose-2u"
5709,"Tea Leaf Wraps Blazy Susan | PIRANHA",Conos y blunts,blazy-susan,"Fumetas | Piranha","Astro Growshop | GrowBarato Chile",Astro Growshop,0.78,"Blazy Susan 2X Tea Wraps Unidad",795,GrowBarato Chile,0,"",,false,true,"solo Astro Growshop tiene candidato","/productos/blazy-susan/wrap-tea-leaf-2u"
5703,"Blunt Wrap Platinum x2",Conos y blunts,blunt-wrap,"Astro Growshop | Fumetas","Piranha | GrowBarato Chile",Piranha,0,"",,GrowBarato Chile,0,"",,false,false,"sin ofertas de esa marca en las tiendas faltantes","/productos/blunt-wrap/wrap-platinum-2u"
5710,"Futurola x Mike Tyson 3 Conos Pre-enrolados King Size",Conos y blunts,futurola,"Fumetas | Piranha","Astro Growshop | GrowBarato Chile",Astro Growshop,0,"",,GrowBarato Chile,0,"",,false,false,"sin ofertas de esa marca en las tiendas faltantes","/productos/futurola/pre-roll-mike-tyson-king-size-3u"
5704,"Blunt Kush Hemp Wrap x2",Conos y blunts,kush-hemp,"Fumetas | Piranha","Astro Growshop | GrowBarato Chile",Astro Growshop,0,"",,GrowBarato Chile,0,"",,false,false,"hay ofertas pero score bajo — mejorar matching","/productos/kush-hemp/wrap-2u"
5714,"OCB 3 Conos Pre-enrolados King Size Virgin Slim",Conos y blunts,ocb,"Fumetas | Piranha","Astro Growshop | GrowBarato Chile",Astro Growshop,0,"",,GrowBarato Chile,0,"",,false,false,"sin ofertas de esa marca en las tiendas faltantes","/productos/ocb/pre-roll-virgin-king-size-slim-3u"
5711,"Conos PreEnrolados RAW 1 1/4 (6u)",Conos y blunts,raw,"Fumetas | Piranha","Astro Growshop | GrowBarato Chile",Astro Growshop,0,"",,GrowBarato Chile,0,"",,false,false,"sin ofertas de esa marca en las tiendas faltantes","/productos/raw/pre-roll-1-1-4-6u"
5713,"Conos Bulldog Reefer 1 1/4 (6u)",Conos y blunts,the-bulldog,"Fumetas | Piranha","Astro Growshop | GrowBarato Chile",Astro Growshop,0,"",,GrowBarato Chile,0,"",,false,false,"sin ofertas de esa marca en las tiendas faltantes","/productos/the-bulldog/pre-roll-1-1-4-6u"
5762,"Banano Anti Olor Con Clave",Contenedores y estuches,ozeta,"Piranha | GrowBarato Chile","Astro Growshop | Fumetas",Astro Growshop,0.6,"Bolso 4X4 Con Clave -Ozeta",1184,Fumetas,0.69,"Ozeta Bandolera Circular - Anti Olor",653,true,false,"ambas tiendas tienen candidato ≥ 0.58","/productos/ozeta/bag-banano"
5780,"Ozeta Chestbag 4x4 con clave - Anti-olor",Contenedores y estuches,ozeta,"Astro Growshop | Fumetas","Piranha | GrowBarato Chile",Piranha,0.54,"Estuche Ywiwis Gollo - OZeta | PIRANHA",687,GrowBarato Chile,0.78,"Shoulderbag con Clave Anti-olor OZeta",1385,false,true,"solo GrowBarato Chile tiene candidato","/productos/ozeta/bag-chestbag-4x4-4x4"
5779,"OZETA BOLSO ANTI OLOR CROSSBAG 5X5 - CAJA ROTA",Contenedores y estuches,ozeta,"Astro Growshop | Fumetas","Piranha | GrowBarato Chile",Piranha,0.54,"Estuche Ywiwis Gollo - OZeta | PIRANHA",687,GrowBarato Chile,0.6,"Shoulderbag con Clave Anti-olor OZeta",1385,false,true,"solo GrowBarato Chile tiene candidato","/productos/ozeta/bag-crossbag-5x5"
5782,"Muslera c/clave",Contenedores y estuches,ozeta,"Piranha | GrowBarato Chile","Astro Growshop | Fumetas",Astro Growshop,0.52,"Bolso 4X4 Con Clave -Ozeta",1184,Fumetas,0.69,"Ozeta Shoulderbag con Clave - Anti-olor",2059,false,true,"solo Fumetas tiene candidato","/productos/ozeta/bag-legbag"
5781,"Muslera XL c/clave",Contenedores y estuches,ozeta,"Astro Growshop | Piranha","Fumetas | GrowBarato Chile",Fumetas,0.69,"Ozeta Shoulderbag con Clave - Anti-olor",2059,GrowBarato Chile,0.6,"Shoulderbag con Clave Anti-olor OZeta",1385,true,false,"ambas tiendas tienen candidato ≥ 0.58","/productos/ozeta/bag-legbag-xl"
5764,"Estuche Anti Olor OZeta Mediano (Color a elección)",Contenedores y estuches,ozeta,"Fumetas | Piranha","Astro Growshop | GrowBarato Chile",Astro Growshop,0.44,"Bolso Ywiwis Antiolor-Ozeta",740,GrowBarato Chile,0.69,"Estuche Anti-Olor perfecto para el día a día",543,false,true,"solo GrowBarato Chile tiene candidato","/productos/ozeta/case-antiolor-medium"
5765,"Estuche Anti Olor OZeta Pequeño (Color a elección)",Contenedores y estuches,ozeta,"Fumetas | Piranha","Astro Growshop | GrowBarato Chile",Astro Growshop,0.44,"Bolso Ywiwis Antiolor-Ozeta",740,GrowBarato Chile,0.69,"Estuche Anti-Olor perfecto para el día a día",543,false,true,"solo GrowBarato Chile tiene candidato","/productos/ozeta/case-antiolor-small"
5766,"Raw Tarro Mason Jar de Vidrio 16oz",Contenedores y estuches,raw,"Fumetas | Piranha","Astro Growshop | GrowBarato Chile",Astro Growshop,0,"",,GrowBarato Chile,0.38,"RAW Porta Papeles de 1.1/4 caja metálica",3149,false,false,"hay ofertas pero score bajo — mejorar matching","/productos/raw/jar-mason-glass-473ml"
5728,"Clipper Gas Butano 16 ml",Encendedores y sopletes,clipper,"Astro Growshop | Fumetas","Piranha | GrowBarato Chile",Piranha,0.38,"Kit Encendedor Clipper x Piranha",509,GrowBarato Chile,0,"",,false,false,"hay ofertas pero score bajo — mejorar matching","/productos/clipper/gas-classic-16ml"
5726,"Encendedor Clipper Metálico | PIRANHA",Encendedores y sopletes,clipper,"Fumetas | Piranha","Astro Growshop | GrowBarato Chile",Astro Growshop,0.44,"Gas Butano 300 Ml-Clipper",2543,GrowBarato Chile,0,"",,false,false,"hay ofertas pero score bajo — mejorar matching","/productos/clipper/metal-lighter-metal"
5729,"Encendedor Clipper The Bulldog Amsterdam",Encendedores y sopletes,the-bulldog,"Fumetas | GrowBarato Chile","Astro Growshop | Piranha",Astro Growshop,0,"",,Piranha,0,"",,false,false,"sin ofertas de esa marca en las tiendas faltantes","/productos/the-bulldog/lighter-classic"
5727,"Zengaz Encendedor Soplete ZL-12 Natural",Encendedores y sopletes,zengaz,"Fumetas | Piranha","Astro Growshop | GrowBarato Chile",Astro Growshop,0,"",,GrowBarato Chile,0.69,"Encendedor Zengaz Jet Flame recargable",146,false,true,"solo GrowBarato Chile tiene candidato","/productos/zengaz/torch-lighter-zl-12"
5730,"Encendedor ZIPPO – Classic High Polish Teal | Grow Barato Chile",Encendedores y sopletes,zippo,"Fumetas | GrowBarato Chile","Astro Growshop | Piranha",Astro Growshop,0.78,"Encendedor High Polish Green Logo - Zippo",2584,Piranha,0.69,"Encendedor Zippo High Polish Green Chameleon",689,true,false,"ambas tiendas tienen candidato ≥ 0.58","/productos/zippo/lighter-high-polish-teal"
5719,"Filtros Gizeh Slim Rojo con pegamento (120+30) 6mm",Filtros y boquillas,gizeh,"Fumetas | Piranha","Astro Growshop | GrowBarato Chile",Astro Growshop,0,"",,GrowBarato Chile,0,"",,false,false,"sin ofertas de esa marca en las tiendas faltantes","/productos/gizeh/gummed-tip-slim-red-6mm-150u"
5722,"Filtros de cartón OCB Premium de color blanco",Filtros y boquillas,ocb,"Piranha | GrowBarato Chile","Astro Growshop | Fumetas",Astro Growshop,0,"",,Fumetas,0,"",,false,false,"hay ofertas pero score bajo — mejorar matching","/productos/ocb/paper-filter-premium"
5720,"Filtro de cartón OCB Virgin sin contaminantes",Filtros y boquillas,ocb,"Piranha | GrowBarato Chile","Astro Growshop | Fumetas",Astro Growshop,0,"",,Fumetas,0,"",,false,false,"hay ofertas pero score bajo — mejorar matching","/productos/ocb/paper-filter-virgin"
5721,"Cajita Metálica RAW con 100u Filtros Pre-Enrolados 6mm | PIRANHA",Filtros y boquillas,raw,"Fumetas | Piranha","Astro Growshop | GrowBarato Chile",Astro Growshop,0,"",,GrowBarato Chile,0.74,"RAW Pre-Rolled Tips Cajetilla De Metal",524,false,true,"solo GrowBarato Chile tiene candidato","/productos/raw/pre-rolled-tip-metal-case-6mm-100u"
5353,"Contenedor Moledor Herb Saver x Blazy Susan (Color Aleatorio) | PIRANHA",Moledores,blazy-susan,"Astro Growshop | Piranha","Fumetas | GrowBarato Chile",Fumetas,0,"",,GrowBarato Chile,0,"",,false,false,"hay ofertas pero score bajo — mejorar matching","/productos/blazy-susan/herb-saver"
5510,"HERB SAVER GRINDERS MINI MIX UND-BLAZY SUSAN",Moledores,blazy-susan,"Astro Growshop | Fumetas","Piranha | GrowBarato Chile",Piranha,0.54,"Moledor Blazy Susan Aluminio Grado Aeronáutico | PIRANHA",4924,GrowBarato Chile,0,"",,false,false,"hay ofertas pero score bajo — mejorar matching","/productos/blazy-susan/herb-saver-mini"
5504,"Moledor Calvo Lite Aluminio 63 mm – Grinder 4 Piezas Eficiente",Moledores,calvo,"Fumetas | GrowBarato Chile","Astro Growshop | Piranha",Astro Growshop,1.12,"Moledor Lite 63Mm- Calvo Glass",1185,Piranha,0,"",,false,true,"solo Astro Growshop tiene candidato","/productos/calvo/lite-metal-63mm"
5784,"Limpiador de moledores Fórmula Secreta Grinder 250mL",Moledores,formula-secreta,"Astro Growshop | Piranha","Fumetas | GrowBarato Chile",Fumetas,0,"",,GrowBarato Chile,0,"",,false,false,"sin ofertas de esa marca en las tiendas faltantes","/productos/formula-secreta/limpiador-250ml"
5498,"Galaxy Moledor Biodegradable | Grinder ecológico resistente",Moledores,galaxy,"Astro Growshop | GrowBarato Chile","Fumetas | Piranha",Fumetas,0.46,"Moledor Galaxy Lightning Aluminio 63mm",1552,Piranha,0.54,"Mars Grinder Aluminio 55mm",4930,false,false,"hay ofertas pero score bajo — mejorar matching","/productos/galaxy/ecologico"
5506,"Grinder Galaxy Lightning",Moledores,galaxy,"Astro Growshop | GrowBarato Chile","Fumetas | Piranha",Fumetas,0.81,"Moledor Galaxy Lightning Aluminio 63mm",1552,Piranha,0.52,"Mars Grinder Aluminio 55mm",4930,false,true,"solo Fumetas tiene candidato","/productos/galaxy/lightning"
5512,"Grinder Galaxy Aluminio 38mm",Moledores,galaxy,"Astro Growshop | Piranha","Fumetas | GrowBarato Chile",Fumetas,0.6,"Moledor Galaxy Lightning Aluminio 63mm",1552,GrowBarato Chile,0.54,"Moledor Galaxy de 4 partes y con tamizador",3159,false,true,"solo Fumetas tiene candidato","/productos/galaxy/metal-38mm"
5507,"Moledor 55MM-Galaxy",Moledores,galaxy,"Astro Growshop | Piranha","Fumetas | GrowBarato Chile",Fumetas,0.6,"Moledor Galaxy Lightning Aluminio 63mm",1552,GrowBarato Chile,0.54,"Moledor Galaxy de 4 partes y con tamizador",3159,false,true,"solo Fumetas tiene candidato","/productos/galaxy/metal-55mm"
5792,"Moledor Cerámico Galaxy Pocket Grinder 5,5cm 4 Partes | PIRANHA",Moledores,galaxy,"Astro Growshop | Piranha","Fumetas | GrowBarato Chile",Fumetas,0.66,"Moledor Galaxy Cerámico 60mm",4626,GrowBarato Chile,0.6,"Moledor Galaxy de 4 partes y con tamizador",3159,true,false,"ambas tiendas tienen candidato ≥ 0.58","/productos/galaxy/pocket-ceramic"
5515,"Moledor Metálico Lion Rolling Circus - 2 Partes",Moledores,lion-rolling-circus,"Piranha | GrowBarato Chile","Astro Growshop | Fumetas",Astro Growshop,0,"",,Fumetas,0.69,"LRC Moledor contenedor Tainer 40mm",4650,false,true,"solo Fumetas tiene candidato","/productos/lion-rolling-circus/metal-2-partes"
5500,"Moledor SLX 50mm",Moledores,slx,"Astro Growshop | Fumetas","Piranha | GrowBarato Chile",Piranha,0.72,"Moledor Cerámico v 2.5 5cm SLX | PIRANHA",4386,GrowBarato Chile,0.52,"Moledor SLX 60mm┃Moledor de cerámica antiadherente",538,false,true,"solo Piranha tiene candidato","/productos/slx/50mm"
5793,"Moledor SLX 60mm",Moledores,slx,"Astro Growshop | Fumetas","Piranha | GrowBarato Chile",Piranha,0.52,"Moledor Cerámico v 2.5 5cm SLX | PIRANHA",4386,GrowBarato Chile,0.81,"Moledor SLX 60mm┃Moledor de cerámica antiadherente",538,false,true,"solo GrowBarato Chile tiene candidato","/productos/slx/60mm"
5815,"Moledor SLX 90mm",Moledores,slx,"Astro Growshop | Fumetas","Piranha | GrowBarato Chile",Piranha,0.46,"Moledor Cerámico v 2.5 5cm SLX | PIRANHA",4386,GrowBarato Chile,0.72,"Moledor SLX 90 mm cerámico antiadherente | Grinder SLX grande",2311,false,true,"solo GrowBarato Chile tiene candidato","/productos/slx/90mm"
5794,"MOLEDOR PLASTICO REFORZADO XL-STORZ &amp; BICKEL",Moledores,storz-bickel,"Astro Growshop | Piranha","Fumetas | GrowBarato Chile",Fumetas,0.63,"Storz &amp; Bickel Moledor acrilico 59mm",3838,GrowBarato Chile,0,"",,false,true,"solo Fumetas tiene candidato","/productos/storz-bickel/plastic-xl-90mm"
5809,"Moledor Metálico Bulldog 4cm 2 Partes",Moledores,the-bulldog,"Fumetas | Piranha","Astro Growshop | GrowBarato Chile",Astro Growshop,0.63,"Moledor Plastico 3 Partes - Bulldog",24,GrowBarato Chile,0.83,"Moledor Bulldog Ámsterdam Metálico Silver 4 Partes",1367,true,false,"ambas tiendas tienen candidato ≥ 0.58","/productos/the-bulldog/40mm"
5798,"Máquina Enroladora RAW Automática 1 1/4",Otros parafernalia,raw,"Fumetas | Piranha","Astro Growshop | GrowBarato Chile",Astro Growshop,0.63,"MAQUINA ENROLADORA -RAW",2613,GrowBarato Chile,0.38,"Piedra Humidificadora RAW",3217,false,true,"solo Astro Growshop tiene candidato","/productos/raw/rolling-machine-automatica-1-1-4"
5799,"Máquina enroladora RAW 1 1/4 ecoplastic",Otros parafernalia,raw,"Fumetas | Piranha","Astro Growshop | GrowBarato Chile",Astro Growshop,0.69,"MAQUINA ENROLADORA -RAW",2613,GrowBarato Chile,0.38,"Piedra Humidificadora RAW",3217,false,true,"solo Astro Growshop tiene candidato","/productos/raw/rolling-machine-ecoplastic-1-1-4"
5467,"Papelillo Unbleached 1 1/4 1Und-Blazy Susan",Papelillos,blazy-susan,"Astro Growshop | Piranha","Fumetas | GrowBarato Chile",Fumetas,0.63,"Blazy Susan Papelillos King Size Pink",2036,GrowBarato Chile,0.54,"Blazy Susan Papelillo en Rollo Purple + 50 Boquillas – Papeles Personalizables",3162,false,true,"solo Fumetas tiene candidato","/productos/blazy-susan/unbleached"
5420,"Papelillo Pink King Size Slim- Blazy Susan",Papelillos,blazy-susan,"Astro Growshop | Piranha","Fumetas | GrowBarato Chile",Fumetas,0.98,"Blazy Susan Papelillos King Size Pink",2036,GrowBarato Chile,0.54,"Blazy Susan Papelillo en Rollo Purple + 50 Boquillas – Papeles Personalizables",3162,false,true,"solo Fumetas tiene candidato","/productos/blazy-susan/pink-king-size-slim"
5421,"Papelillo Unbleached King Size Slim Blazy Susan",Papelillos,blazy-susan,"Astro Growshop | Piranha","Fumetas | GrowBarato Chile",Fumetas,0.92,"Blazy Susan Papelillos King Size Pink",2036,GrowBarato Chile,0.54,"Blazy Susan Papelillo en Rollo Purple + 50 Boquillas – Papeles Personalizables",3162,false,true,"solo Fumetas tiene candidato","/productos/blazy-susan/unbleached-king-size-slim"
5470,"Papelillo Premium Negro 1 1/4 1U-Ocb",Papelillos,ocb,"Astro Growshop | Piranha","Fumetas | GrowBarato Chile",Fumetas,0.98,"Papelillos OCB Premium 1 1/4",191,GrowBarato Chile,0.72,"OCB Premium 1 1/4 Papel de fumar extrafino",309,true,false,"ambas tiendas tienen candidato ≥ 0.58","/productos/ocb/black"
5471,"Papelillos OCB Cañamo Orgánico 1 1/4 + Tips",Papelillos,ocb,"Fumetas | Piranha","Astro Growshop | GrowBarato Chile",Astro Growshop,0.66,"Papelillo Virgin 1 1/4 1U-Ocb",786,GrowBarato Chile,0.66,"OCB Premium 1 1/4 Papel de fumar extrafino",309,true,false,"ambas tiendas tienen candidato ≥ 0.58","/productos/ocb/organic-con-tips"
5424,"Papelillo Slim Ultimate King Size- Ocb",Papelillos,ocb,"Astro Growshop | Fumetas","Piranha | GrowBarato Chile",Piranha,0.92,"Papelillo OCB Negro King Size Slim",296,GrowBarato Chile,0.98,"OCB Premium Slim King Size 32 hojas",307,true,false,"ambas tiendas tienen candidato ≥ 0.58","/productos/ocb/ultimate-king-size-slim"
5425,"OCB Papelillos X-pert Slim King Size",Papelillos,ocb,"Fumetas | Piranha","Astro Growshop | GrowBarato Chile",Astro Growshop,0.89,"Papelillo Negro King Size 1U-Ocb",784,GrowBarato Chile,0.98,"OCB Premium Slim King Size 32 hojas",307,true,false,"ambas tiendas tienen candidato ≥ 0.58","/productos/ocb/x-pert-king-size-slim"
5474,"OCB Premium 1.1/4 + Tips",Papelillos,ocb,"Fumetas | GrowBarato Chile","Astro Growshop | Piranha",Astro Growshop,0.69,"Papelillo + Tips Premium 1U-Ocb",823,Piranha,0.72,"Papelillo OCB Negro Premium 1 ¼ + Boquilla",292,true,false,"ambas tiendas tienen candidato ≥ 0.58","/productos/ocb/premium-con-tips"
5479,"Papelillos OCB X-Pert 1 1/4",Papelillos,ocb,"Fumetas | GrowBarato Chile","Astro Growshop | Piranha",Astro Growshop,0.64,"Papelillo Virgin 1 1/4 1U-Ocb",786,Piranha,0.64,"Papelillo OCB Blanco 1 1/4",300,true,false,"ambas tiendas tienen candidato ≥ 0.58","/productos/ocb/x-pert"
5480,"Papelillos RAW Supernatural Super King Size 30cm | PIRANHA",Papelillos,raw,"Piranha | GrowBarato Chile","Astro Growshop | Fumetas",Astro Growshop,0,"",,Fumetas,1.2,"Papelillos RAW Super King 30cm",215,false,true,"solo Fumetas tiene candidato","/productos/raw/super-king-30cm"
5486,"American Helix Pipa Classic Mini 12cm",Pipas,american-helix,"Astro Growshop | Fumetas","Piranha | GrowBarato Chile",Piranha,0,"",,GrowBarato Chile,0,"",,false,false,"sin ofertas de esa marca en las tiendas faltantes","/productos/american-helix/classic-mini"
