rank,id,name,category,brand,brandKey,modelKey,modelSlug,url,offers,stores,storeNames,minPrice,maxPrice,spreadPct,cheapestStore,priciestStore,inStock,hasImage,lastSeenAt,titles
11,5704,Blunt Kush Hemp Wrap x2,Conos y blunts,Kush Hemp,kush-hemp,wrap-2u,wrap-2u,/productos/kush-hemp/wrap-2u,3,2,Fumetas | Piranha,990,1590,61,Fumetas,Piranha,true,true,2026-05-18T15:36:21.245Z,Blunt Kush Hemp Wrap x2 | Conos Blunt Kush Hemp x2 - Sabores | Kush Blunt Hemp Wrap Terpene Infused (2u) | PIRANHA
12,5724,Encendedor Jet Flame Jet Hippie World Clipper,Encendedores y sopletes,CLIPPER,clipper,torch-lighter-jet-flame,torch-lighter-jet-flame,/productos/clipper/torch-lighter-jet-flame,23,3,Astro Growshop | Fumetas | GrowBarato Chile,990,1592,61,Astro Growshop,Fumetas,true,true,2026-05-18T06:55:46.994Z,Encendedor Jet Flame Jet Good Vibes Only Clipper | Encendedor Jet Flame Jet Hippie World Clipper | Encendedor Jet Flame Con Tapa Modelos variados- Clipper | Encendedor Clipper Jet Flame Crystal Fluo – Unidad | Llama Jet | Encendedor Clipper Jet Flame Ink 4 Life | Encendedor Clipper Jet Flame Gradient 3 | Encendedor Clipper Jet Flame Psychodelic 2 | Encendedor Clipper Jet Flame Good Vibes Only | Encendedor Clipper Jet Flame Galactic Weed | Encendedor Clipper Jet Flame Head Bones | Encendedor Clipper Jet Flame Print Weed | Encendedor Clipper Jet Flame Rainbow Mush | Encendedor Clipper Jet Flame Rotten Burgers | Encendedor Clipper Jet Flame Shiny Assorted | Encendedor Clipper Jet Flame Skull Drinks | Encendedor Clipper Jet Flame Topo Expressions | Encendedor Clipper Jet Flame CozySkulls | Encendedor Clipper Jet Flame HippieWorld | Encendedor Clipper Jet Flame Mandaleaves | Encendedor Clipper Jet Flame Ravetrip | Encendedor Jet Flame Jet Galactic Weed Clipper | Encendedor Jet Flame Jet Horror Zoo Clipper | Encendedor Clipper Jet Flame Horror Zoo
13,5733,CENICERO ASH HOLDER GLOW IN THE DARK - GALAXY,Bandejas y ceniceros,GALAXY,galaxy,ashtray-ash-holder,ashtray-ash-holder,/productos/galaxy/ashtray-ash-holder,2,2,Astro Growshop | Fumetas,2490,2990,20,Astro Growshop,Fumetas,true,true,2026-05-18T06:45:56.284Z,CENICERO ASH HOLDER GLOW IN THE DARK - GALAXY | Cenicero Galaxy Ash Holder
14,5760,CONTENEDOR EXTRACTOS AL VACIO REDONDO NEGRO 4ML-BONGLAB,Contenedores y estuches,BONGLAB,bonglab,extract-container-extracts-4ml,extract-container-extracts-4ml,/productos/bonglab/extract-container-extracts-4ml,3,3,Astro Growshop | Fumetas | Piranha,2990,3590,20,Astro Growshop,Fumetas,true,true,2026-05-09T05:52:21.069Z,CONTENEDOR EXTRACTOS AL VACIO REDONDO NEGRO 4ML-BONGLAB | Contenedor Extracciónes 4mL (Tapa Blanca/Tapa Negra) - BongLab | PIRANHA | Bonglab Contenedor De Extractos 4ml
15,5797,Enroladora Acrílica 1 1/4 1U-Ocb,Otros parafernalia,OCB,ocb,rolling-machine-acrilica-1-1-4,rolling-machine-acrilica-1-1-4,/productos/ocb/rolling-machine-acrilica-1-1-4,3,3,Astro Growshop | Fumetas | Piranha,3490,5190,49,Astro Growshop,Fumetas,true,true,2026-05-18T07:03:48.138Z,Enroladora Acrílica 1 1/4 1U-Ocb | Máquina Enroladora Acrílica OCB 1 1/4 | Enroladora Acrilica OCB 1 1/4
16,5747,BongLab Quemador Honeycomb Macho 18mm,Repuestos para bongs y vaporizadores,BongLab,bonglab,bowl-honeycomb-18mm,bowl-honeycomb-18mm,/productos/bonglab/bowl-honeycomb-18mm,3,3,Astro Growshop | Fumetas | Piranha,5990,7490,25,Fumetas,Piranha,true,true,2026-05-18T06:49:33.062Z,BongLab Quemador Honeycomb Macho 18mm | Quemador Honeycomb Macho 18Mm-Bonglab | Quemador Honeycomb Macho 18mm
17,5491,Pipa de silicona Karma de Piece Maker,Pipas,,piecemaker,karma,karma,/productos/piecemaker/karma,3,3,Fumetas | GrowBarato Chile | Piranha,7700,9483,23,GrowBarato Chile,Piranha,true,true,2026-05-18T16:41:23.634Z,Pipa de silicona Karma de Piece Maker | PMG Pipa Karma 9 cm | Pipa Karma PieceMaker
18,5499,Moledor 63MM -Galaxy,Moledores,GALAXY,galaxy,metal-63mm,metal-63mm,/productos/galaxy/metal-63mm,4,3,Astro Growshop | Fumetas | Piranha,17790,20990,18,Astro Growshop,Fumetas,true,true,2026-05-18T14:25:43.333Z,Moledor 63MM -Galaxy | Grinder Galaxy Aluminio 63mm | Moledor 63Mm Rose Gold-Galaxy | Moledor Galaxy Aluminio 63mm
19,5532,Tiny Bell Extended -Bonglab,Bongs,BONGLAB,bonglab,tiny-bell-extended,tiny-bell-extended,/productos/bonglab/tiny-bell-extended,3,3,Astro Growshop | Fumetas | Piranha,14990,17990,20,Astro Growshop,Fumetas,true,true,2026-05-14T13:46:39.673Z,Tiny Bell Extended -Bonglab | Bong Tiny Bell | BongLab Bong KM2 Tiny Bell Xtended 8 cm
20,5771,Hemper Isoplex Estación de Dab y Limpieza | PIRANHA,Accesorios de extraccion,HEMPER,hemper,station-iso-plex,station-iso-plex,/productos/hemper/station-iso-plex,3,3,Astro Growshop | Fumetas | Piranha,29742,39990,34,Piranha,Fumetas,true,true,2026-05-18T06:45:58.198Z,Hemper Isoplex Estación de Dab y Limpieza | PIRANHA | ISOPLEX ESTACION DE DAB Y LIMPIEZA NEGRO- HEMPER | Hemper Iso-Plex Estacion de Limpieza y Dabs
21,5737,Vaporizador Mecánico Dynavap M7,Vaporizadores herbales,Dynavap,dynavap,m7,m7,/productos/dynavap/m7,3,3,Astro Growshop | Fumetas | Piranha,89990,94491,5,Fumetas,Piranha,true,true,2026-05-18T06:45:45.999Z,Vaporizador Mecánico Dynavap M7 | Vaporizador The New M7-Dynavap | Vaporizador DynaVap New The M 7 | PIRANHA
22,5717,Tips Perforated Wide-Raw,Filtros y boquillas,RAW,raw,paper-tip-wide-wide,paper-tip-wide-wide,/productos/raw/paper-tip-wide-wide,3,3,Astro Growshop | Fumetas | GrowBarato Chile,390,590,51,Astro Growshop,Fumetas,true,true,2026-05-09T06:59:35.715Z,Tips Perforated Wide-Raw | RAW Perforated Wide Tips de origen orgánico | Boquillas RAW Wide Pre-picadas
23,5459,Papelillo Pink 1 1/4 1Und-Blazy Susan,Papelillos,BLAZY SUSAN,blazy-susan,paper-1-1-4-1-1-4,pink,/productos/blazy-susan/pink,3,3,Astro Growshop | Fumetas | Piranha,490,790,61,Astro Growshop,Piranha,true,true,2026-05-18T07:03:43.992Z,Papelillo Pink 1 1/4 1Und-Blazy Susan | Blazy Susan Papelillos Pink 1 1/4 | Papelillo 1 1/4 Blazy Susan Pink | PIRANHA
24,5703,Blunt Wrap Platinum x2,Conos y blunts,Blunt Wrap,blunt-wrap,wrap-platinum-2u,wrap-platinum-2u,/productos/blunt-wrap/wrap-platinum-2u,3,2,Astro Growshop | Fumetas,990,990,0,Astro Growshop,Astro Growshop,true,true,2026-05-09T06:26:26.021Z,BLUNT PLATINUM X2 SABOR WHITE GRAPE | Platinium X2 Bubble Gum 1U- Blunt Wrap | Blunt Wrap Platinum x2
25,5725,Encendedor Clipper Racoons,Encendedores y sopletes,Clipper,clipper,lighter-classic,lighter-classic,/productos/clipper/lighter-classic,19,3,Fumetas | GrowBarato Chile | Piranha,990,1190,20,Fumetas,Piranha,true,true,2026-05-09T06:35:54.829Z,Encendedor Clipper Crystal 12 | Encendedor Clipper Winter Plans 2 | Encendedor Clipper Racoons | Encendedor Clipper Space Area 4 | Encendedor Clipper Zombie Force | Encendedor Clipper Space Area 3 | Encendedor Clipper Space Area 1 | Encendedor Clipper Space Area 2 | Encendedor Clipper Dino Sports | Encendedor Clipper Winter Plans 1 | Encendedor Clipper Horror Days 1 | Encendedor Clipper Taroting 2 | Encendedor Clipper Monsters 1 | Encendedor Clipper Cocodrilos - Finger Up Animals 3 | Encendedor Clipper Sun is Shinning 2 | Encendedor Clipper Wall Of Fame 2 | Encendedor Clipper GB The Green Brand - GB The Green Brand | Encendedor Clipper varios modelos disponibles | Encendedor Clipper x Piranha
26,5734,Bandeja Metálica RAW Brazilian Girl | PIRANHA,Bandejas y ceniceros,RAW,raw,tray-brazilian-girl-metal-medium,brazilian-girl-metal-medium,/productos/raw/brazilian-girl-metal-medium,2,2,Astro Growshop | Piranha,5691,6990,23,Piranha,Astro Growshop,true,true,2026-05-09T06:22:43.064Z,Bandeja Metálica RAW Brazilian Girl | PIRANHA | Bandeja Metálica Brazilian Girl Mediana-Raw
27,5761,Estuche Anti Olor OZeta Grande (Color a elección),Contenedores y estuches,OZETA,ozeta,case-antiolor-large,case-antiolor-large,/productos/ozeta/case-antiolor-large,3,3,Fumetas | GrowBarato Chile | Piranha,28491,31990,12,Piranha,Fumetas,true,true,2026-05-09T06:32:19.257Z,"Estuche Anti Olor OZeta Grande (Color a elección) | Estuche Rígido Grande OZeta – Control de Olores, Alta Capacidad y Discreción | Ozeta Estuche grande 2022 - Anti-olor"
28,5799,Máquina enroladora RAW 1 1/4 ecoplastic,Otros parafernalia,RAW,raw,rolling-machine-ecoplastic-1-1-4,rolling-machine-ecoplastic-1-1-4,/productos/raw/rolling-machine-ecoplastic-1-1-4,2,2,Fumetas | Piranha,2990,3490,17,Fumetas,Piranha,true,true,2026-05-09T06:31:31.879Z,Máquina enroladora RAW 1 1/4 ecoplastic | Máquina Enroladora RAW 1 1/4 Ecoplastic 79mm
29,5746,BongLab Quemador HoneyComb Macho 14mm,Repuestos para bongs y vaporizadores,BongLab,bonglab,bowl-honeycomb-14mm,bowl-honeycomb-14mm,/productos/bonglab/bowl-honeycomb-14mm,3,3,Astro Growshop | Fumetas | Piranha,5990,6990,17,Fumetas,Piranha,true,true,2026-05-18T06:49:31.987Z,BongLab Quemador HoneyComb Macho 14mm | Quemador Honeycomb Macho 14mm | Quemador Honeycomb Macho 14Mm -Bonglab
30,5494,Pipa Piecemaker Kazili de silicona - Growbarato,Pipas,PIECEMAKER,piecemaker,kazili,kazili,/productos/piecemaker/kazili,3,3,Fumetas | GrowBarato Chile | Piranha,9500,11431,20,GrowBarato Chile,Piranha,true,true,2026-05-18T15:36:16.505Z,Pipa Piecemaker Kazili de silicona - Growbarato | PMG Pipa Kazili 12cm | Pipa Kazili PieceMaker
31,5357,Moledor Ceramico Square - Galaxy,Moledores,GALAXY,galaxy,square-ceramic,square-ceramic,/productos/galaxy/square-ceramic,3,3,Astro Growshop | Fumetas | Piranha,19990,25790,29,Astro Growshop,Fumetas,true,true,2026-05-18T15:36:17.081Z,Moledor Ceramico Square - Galaxy | Moledor Cerámico Galaxy Square 5cm 2 Partes | PIRANHA | Moledor Galaxy Square Cerámico
32,5528,Pocket Bell -Bonglab,Bongs,BONGLAB,bonglab,pocket-bell,pocket-bell,/productos/bonglab/pocket-bell,3,3,Astro Growshop | Fumetas | Piranha,18990,25990,37,Astro Growshop,Fumetas,true,true,2026-05-14T13:46:40.364Z,Pocket Bell -Bonglab | Bong Pocket Bell | BongLab Bong X5 Pocket Bell 17cm
33,5768,BongLab Banger Cuarzo Macho 14 mm – Nail Quartz para Extracciones | GrowBaratoChile,Accesorios de extraccion,BONGLAB,bonglab,banger-simple-macho-45-14mm,banger-simple-macho-45-14mm,/productos/bonglab/banger-simple-macho-45-14mm,2,2,Fumetas | GrowBarato Chile,7200,8990,25,GrowBarato Chile,Fumetas,true,true,2026-05-18T06:49:11.101Z,BongLab Banger Cuarzo Macho 14 mm – Nail Quartz para Extracciones | GrowBaratoChile | BongLab Banger Cuarzo 45° - Macho 14mm
34,5736,Vaporizador Da Vinci Iq3 (Onyx/Blue/Purple/Grey),Vaporizadores herbales,DA VINCI,davinci,iq3,iq3,/productos/davinci/iq3,3,3,Astro Growshop | Fumetas | Piranha,219990,299990,36,Astro Growshop,Fumetas,true,true,2026-05-18T15:36:21.290Z,Vaporizador Da Vinci Iq3 (Onyx/Blue/Purple/Grey) | Vaporizador DaVinci IQ3 | PIRANHA | Vaporizador DaVinci IQ3
35,5715,Filtros Tips Gummed-Raw,Filtros y boquillas,RAW,raw,gummed-tip-gummed,gummed-tip-gummed,/productos/raw/gummed-tip-gummed,3,3,Astro Growshop | Fumetas | GrowBarato Chile,490,690,41,Astro Growshop,Fumetas,true,true,2026-05-09T06:59:34.730Z,Filtros Tips Gummed-Raw | RAW Perforate Gummed Tips de la marca RAW | Boquillas RAW Gummed Tips - Con pegamento
36,5462,Papelillos OCB Bamboo 1 1/4,Papelillos,OCB,ocb,paper-1-1-4-1-1-4,bamboo,/productos/ocb/bamboo,3,3,Astro Growshop | Fumetas | Piranha,650,990,52,Fumetas,Piranha,true,true,2026-05-18T06:55:48.221Z,Papelillos OCB Bamboo 1 1/4 | Papelillo 1 1/4 Bamboo-Ocb | Papelillo OCB Bamboo 1 1/4
37,5713,Conos Bulldog Reefer 1 1/4 (6u),Conos y blunts,BULLDOG,the-bulldog,pre-roll-1-1-4-6u,pre-roll-1-1-4-6u,/productos/the-bulldog/pre-roll-1-1-4-6u,2,2,Fumetas | Piranha,1467,1990,36,Piranha,Fumetas,true,true,2026-05-09T05:57:46.626Z,Conos Bulldog Reefer 1 1/4 (6u) | Bulldog 6 Conos Pre-enrolados 1 1/4
38,5729,Encendedor Clipper The Bulldog Amsterdam,Encendedores y sopletes,Clipper,the-bulldog,lighter-classic,lighter-classic,/productos/the-bulldog/lighter-classic,2,2,Fumetas | GrowBarato Chile,990,1000,1,Fumetas,GrowBarato Chile,true,true,2026-05-09T06:59:40.797Z,Encendedor Clipper The Bulldog Amsterdam | Encendedor Clipper Bulldog Ámsterdam - GB The Green Brand
39,5735,Bandeja RAW metálica Girl - Mediana,Bandejas y ceniceros,RAW,raw,tray-girl-metal-medium,girl-metal-medium,/productos/raw/girl-metal-medium,2,2,Astro Growshop | Fumetas,7690,7990,4,Fumetas,Astro Growshop,true,true,2026-05-09T06:26:45.261Z,Bandeja RAW metálica Girl - Mediana | Bandeja Metálica Girl Mediana-Raw
40,5763,Ozeta Chestbag Circular 4x4 Con Clave - Anti Olor,Contenedores y estuches,Ozeta,ozeta,bag-chestbag-circular,bag-chestbag-circular,/productos/ozeta/bag-chestbag-circular,3,3,Astro Growshop | Fumetas | Piranha,29913,45990,54,Fumetas,Astro Growshop,true,true,2026-05-18T15:36:21.361Z,Ozeta Chestbag Circular 4x4 Con Clave - Anti Olor | Chestbag Circular 4x4 c/clave | Bolso Chestbag Circular 4X4 Con Clave-Ozeta
41,5798,Máquina Enroladora RAW Automática 1 1/4,Otros parafernalia,RAW,raw,rolling-machine-automatica-1-1-4,rolling-machine-automatica-1-1-4,/productos/raw/rolling-machine-automatica-1-1-4,2,2,Fumetas | Piranha,9990,10990,10,Piranha,Fumetas,true,true,2026-05-18T06:55:42.068Z,Máquina Enroladora RAW Automática 1 1/4 | Maquina Enroladora RAW Automática 1 1/4
42,5748,Quemador Perla 18mm Calvo Glass - GB The Green Brand,Repuestos para bongs y vaporizadores,CALVO,calvo,bowl-perlas-18mm,bowl-perlas-18mm,/productos/calvo/bowl-perlas-18mm,3,3,Astro Growshop | GrowBarato Chile | Piranha,6200,6990,13,GrowBarato Chile,Astro Growshop,true,true,2026-05-18T06:45:39.629Z,Quemador Perla 18mm Calvo Glass - GB The Green Brand | Quemador Perlas Macho 18Mm-Calvo Glass | Quemador Perlas Calvo 18mm
43,5492,Cabo Heavy Hitter 9mm,Pipas,Cabo,cabo,heavy-hitter-9mm,heavy-hitter-9mm,/productos/cabo/heavy-hitter-9mm,2,2,Fumetas | GrowBarato Chile,4990,5000,0,Fumetas,GrowBarato Chile,true,true,2026-05-18T14:26:57.523Z,Cabo Heavy Hitter 9mm | Cabo Heavy Hitter Pyrex
44,5356,Moledor Galaxy 73 mm - Grinder de Aluminio con Tamiz y Compartidor,Moledores,GALAXY,galaxy,metal-73mm,metal-73mm,/productos/galaxy/metal-73mm,3,3,Astro Growshop | Fumetas | GrowBarato Chile,28700,31990,11,GrowBarato Chile,Fumetas,true,true,2026-05-18T14:27:07.438Z,Moledor Galaxy 73 mm - Grinder de Aluminio con Tamiz y Compartidor | Moledor 73MM -Galaxy | Moledor Galaxy Aluminio 73 mm
45,5523,Bong Pyrex 14cm White Bonglab | Rig Compacto de Vidrio Resistente,Bongs,BONGLAB,bonglab,nevis-rig,nevis-rig,/productos/bonglab/nevis-rig,3,3,Astro Growshop | Fumetas | GrowBarato Chile,19500,29990,54,GrowBarato Chile,Fumetas,true,true,2026-05-09T06:59:39.839Z,Bong Pyrex 14cm White Bonglab | Rig Compacto de Vidrio Resistente | NEVIS RIG WHITE WHITE- Bonglab | BongLab Bong A13 Nevis Rig White 14cm
46,5769,Bonglab Banger Terp Sluter Cuarzo Macho 14MM,Accesorios de extraccion,BongLab,bonglab,banger-terp-slurper-macho-14mm,banger-terp-slurper-macho-14mm,/productos/bonglab/banger-terp-slurper-macho-14mm,2,2,Astro Growshop | Fumetas,9990,11990,20,Fumetas,Astro Growshop,false,true,2026-05-18T06:55:44.511Z,Bonglab Banger Terp Sluter Cuarzo Macho 14MM | Banger Terp Slurper Cuarzo Macho 14Mm-Bonglab
47,5738,Volcano Hybrid Storz & Bickel - GB The Green Brand,Vaporizadores herbales,STORZ BICKEL,storz-bickel,volcano-hybrid,volcano-hybrid,/productos/storz-bickel/volcano-hybrid,3,3,Astro Growshop | Fumetas | GrowBarato Chile,540000,599990,11,GrowBarato Chile,Fumetas,true,true,2026-05-09T06:51:58.151Z,Volcano Hybrid Storz & Bickel - GB The Green Brand | Volcano Hybrid-Storz &amp; Bickel | Vaporizador Volcano Hybrid
48,5722,Filtros de cartón OCB Premium de color blanco,Filtros y boquillas,OCB,ocb,paper-filter-premium,paper-filter-premium,/productos/ocb/paper-filter-premium,2,2,GrowBarato Chile | Piranha,450,890,98,GrowBarato Chile,Piranha,true,true,2026-05-09T06:06:39.868Z,Filtros de cartón OCB Premium de color blanco | Filtro Premium OCB
49,5463,Papel de fumar de cáñamo orgánico 1 1/4 OCB,Papelillos,OCB,ocb,paper-1-1-4-1-1-4,organic,/productos/ocb/organic,3,3,Fumetas | GrowBarato Chile | Piranha,700,990,41,GrowBarato Chile,Piranha,true,true,2026-05-18T07:08:03.822Z,Papel de fumar de cáñamo orgánico 1 1/4 OCB | Papelillos OCB Cañamo orgánico 1 1/4 | Papelillo OCB Orgánico 1 ¼
50,5709,Tea Leaf Wraps Blazy Susan | PIRANHA,Conos y blunts,BLAZY SUSAN,blazy-susan,wrap-tea-leaf-2u,wrap-tea-leaf-2u,/productos/blazy-susan/wrap-tea-leaf-2u,2,2,Fumetas | Piranha,1495,1990,33,Piranha,Fumetas,true,true,2026-05-09T05:58:00.391Z,Tea Leaf Wraps Blazy Susan | PIRANHA | Blazy Susan Blunt Natural Wraps x2 - Tea Leaf
51,5728,Clipper Gas Butano 16 ml,Encendedores y sopletes,Clipper,clipper,gas-classic-16ml,gas-classic-16ml,/productos/clipper/gas-classic-16ml,2,2,Astro Growshop | Fumetas,1590,1590,0,Astro Growshop,Astro Growshop,true,true,2026-05-18T06:49:35.974Z,Gas Butano De Bolsillo 16Ml-Clipper | Clipper Gas Butano 16 ml
52,5731,Blazy Susan Cenicero Deluxe,Bandejas y ceniceros,Blazy Susan,blazy-susan,ashtray-deluxe,ashtray-deluxe,/productos/blazy-susan/ashtray-deluxe,2,2,Fumetas | Piranha,13491,13941,3,Fumetas,Piranha,true,true,2026-05-09T06:26:53.755Z,Blazy Susan Cenicero Deluxe | Cenicero Blazy Susan Deluxe (Color a elección) | PIRANHA
53,5766,Raw Tarro Mason Jar de Vidrio 16oz,Contenedores y estuches,RAW,raw,jar-mason-glass-473ml,jar-mason-glass-473ml,/productos/raw/jar-mason-glass-473ml,2,2,Fumetas | Piranha,3990,3990,0,Piranha,Piranha,true,true,2026-05-09T05:57:58.755Z,Frasco de Almacenaje y Curado Mason Jar de Vidrio RAW 473mL | PIRANHA | Raw Tarro Mason Jar de Vidrio 16oz
54,5751,Calvo Glass Quemador Pyrex - Macho 14mm,Repuestos para bongs y vaporizadores,Calvo Glass,calvo,bowl-14mm,bowl-14mm,/productos/calvo/bowl-14mm,2,2,Fumetas | Piranha,3490,5990,72,Fumetas,Piranha,true,true,2026-05-09T05:58:21.782Z,Calvo Glass Quemador Pyrex - Macho 14mm | Quemador Macho 14mm
55,5489,Pipa Top Smoke Pocket Travel | PIRANHA,Pipas,TOP SMOKE,top-smoke,pocket-travel,pocket-travel,/productos/top-smoke/pocket-travel,2,2,Fumetas | Piranha,7911,8991,14,Piranha,Fumetas,true,true,2026-05-18T14:18:09.613Z,Pipa Top Smoke Pocket Travel | PIRANHA | Top Smoke Pipa Pocket Travel 10cm
56,5502,Moledor New Pro Model Grinder-Galaxy,Moledores,GALAXY,galaxy,new-pro-model,new-pro-model,/productos/galaxy/new-pro-model,4,3,Astro Growshop | Fumetas | Piranha,29740,34990,18,Astro Growshop,Fumetas,true,true,2026-05-18T15:34:56.288Z,Moledor Moledor New Pro Model Grinder V2.0-Galaxy | Moledor New Pro Model Grinder-Galaxy | Moledor Galaxy New Pro Model 6cm 4 Partes | PIRANHA | Moledor Galaxy Pro Model 63mm
57,5535,Color Cube-Bonglab,Bongs,BONGLAB,bonglab,color-cube,color-cube,/productos/bonglab/color-cube,3,3,Astro Growshop | GrowBarato Chile | Piranha,21990,25200,15,Astro Growshop,GrowBarato Chile,true,true,2026-05-14T13:46:40.278Z,Color Cube-Bonglab | Bong Color Cube | Bong Pyrex Cube Bonglab Azul y Verde | Bong Compacto
58,5767,Bucket Banger Cuarzo Diseño Blazy Susan 14mm Macho | PIRANHA,Accesorios de extraccion,BLAZY SUSAN,blazy-susan,banger-diseno-macho-14mm,banger-diseno-macho-14mm,/productos/blazy-susan/banger-diseno-macho-14mm,2,2,Astro Growshop | Piranha,24592,34990,42,Piranha,Astro Growshop,true,true,2026-05-09T05:52:15.516Z,Bucket Banger Cuarzo Diseño Blazy Susan 14mm Macho | PIRANHA | Banger Cuarzo Diseño Bs 14Mm Macho-Blazy Susan
59,5740,Vaporizador DynaVap The B2 | PIRANHA,Vaporizadores herbales,DYNAVAP,dynavap,b2,b2,/productos/dynavap/b2,2,2,Fumetas | Piranha,73792,74990,2,Piranha,Fumetas,true,true,2026-05-08T22:07:52.126Z,Vaporizador DynaVap The B2 | PIRANHA | Dynavap Vaporizador Starter Kit B2
60,5720,Filtro de cartón OCB Virgin sin contaminantes,Filtros y boquillas,OCB,ocb,paper-filter-virgin,paper-filter-virgin,/productos/ocb/paper-filter-virgin,2,2,GrowBarato Chile | Piranha,500,890,78,GrowBarato Chile,Piranha,true,true,2026-05-09T06:06:57.727Z,Filtro de cartón OCB Virgin sin contaminantes | Filtro Virgin OCB
