offerId;productId;veredicto;congelado;motivo
31005;5502;VINCULAR;si;color cosmético Dorado al mismo precio 30990
31008;5502;VINCULAR;si;color cosmético Morado al mismo precio 30990
30999;5502;VINCULAR;si;color cosmético Plata al mismo precio 30990
31007;5502;VINCULAR;si;color cosmético CANDY al mismo precio 30990
31178;5512;VINCULAR;no;color cosmético Oro rosa al mismo precio 15990
31172;5512;VINCULAR;no;color cosmético azul al mismo precio 15990
31174;5512;VINCULAR;no;color cosmético Dorado al mismo precio 15990
31173;5512;VINCULAR;no;color cosmético verde al mismo precio 15990
31175;5512;VINCULAR;no;color cosmético Rosa al mismo precio 15990
31176;5512;VINCULAR;no;color cosmético Morado al mismo precio 15990
31177;5512;VINCULAR;no;color cosmético Rojo al mismo precio 15990
31179;5512;VINCULAR;no;color cosmético Plata al mismo precio 15990
31182;5507;VINCULAR;no;color cosmético verde al mismo precio 18990
31185;5507;VINCULAR;no;color cosmético Morado al mismo precio 18990
31186;5507;VINCULAR;no;color cosmético Rojo al mismo precio 18990
31181;5507;VINCULAR;no;color cosmético azul al mismo precio 18990
31183;5507;VINCULAR;no;color cosmético Dorado al mismo precio 18990
31184;5507;VINCULAR;no;color cosmético Rosa al mismo precio 18990
31187;5507;VINCULAR;no;color cosmético Oro rosa al mismo precio 18990
31188;5507;VINCULAR;no;color cosmético Plata al mismo precio 18990
33066;10493;VINCULAR;no;color cosmético verde al mismo precio 32990
33067;10493;VINCULAR;no;color cosmético IVORY al mismo precio 32990
33068;10493;VINCULAR;no;color cosmético CARMINE al mismo precio 32990
33070;10493;VINCULAR;no;color cosmético Negro al mismo precio 34990
33072;10493;VINCULAR;no;color cosmético TURQOISE al mismo precio 32990
33071;10493;VINCULAR;no;color cosmético LEMON al mismo precio 32990
33073;10493;VINCULAR;no;color cosmético LILAC al mismo precio 32990
33069;10493;VINCULAR;no;color cosmético Naranjo al mismo precio 32990
31199;5499;VINCULAR;no;color cosmético azul al mismo precio 21990
31200;5499;VINCULAR;no;color cosmético verde al mismo precio 21990
31201;5499;VINCULAR;no;color cosmético Rojo al mismo precio 21990
31202;5499;VINCULAR;no;color cosmético Morado al mismo precio 21990
31204;5499;VINCULAR;no;color cosmético Plata al mismo precio 21990
31205;5499;VINCULAR;no;color cosmético Negro al mismo precio 21990
31206;5499;VINCULAR;no;color cosmético Dorado al mismo precio 21990
31511;5747;VINCULAR;si;color cosmético Morado al mismo precio 4990
31508;5747;VINCULAR;si;color cosmético Azul oscuro al mismo precio 4990
31512;5747;VINCULAR;si;color cosmético Rosa al mismo precio 4990
31507;5747;VINCULAR;si;color cosmético verde al mismo precio 4990
31513;5747;VINCULAR;si;color cosmético Verde azulado al mismo precio 4990
31514;5747;VINCULAR;si;color cosmético CLEAR al mismo precio 4990
31515;5747;VINCULAR;si;color cosmético SMOKEY GRAY al mismo precio 4990
31510;5747;VINCULAR;si;color cosmético AMBAR al mismo precio 4990
31509;5747;VINCULAR;si;color cosmético GOLDEN al mismo precio 4990
31271;5749;VINCULAR;no;color cosmético verde al mismo precio 6990
31275;5768;NO-VINCULAR;si;variante 14MM es medida del banger; producto sin otras variantes de talla
31333;5747;VINCULAR;si;color cosmético verde al mismo precio 6990
31334;5747;VINCULAR;si;color cosmético SMOKE al mismo precio 6990
31335;5747;VINCULAR;si;color cosmético Rosa al mismo precio 6990
