offerId;productId;veredicto;congelado;motivo
31579;10638;VINCULAR;no;"color Blanco; mismo producto bateria-galaxy-510"
31599;5775;VINCULAR;no;"color YELOW; mismo producto honey-waffle"
31607;10435;VINCULAR;no;"color CLEAR; mismo producto focus-v/aeris"
31608;10435;VINCULAR;no;"color JADE; mismo producto focus-v/aeris"
31609;10435;VINCULAR;no;"color MIDNIGHT; mismo producto focus-v/aeris"
31610;10435;VINCULAR;no;"color GRAPE; mismo producto focus-v/aeris"
31611;10435;VINCULAR;no;"color BUBBLEGUM; mismo producto focus-v/aeris"
31629;5535;VINCULAR;si;"color Rosa; mismo producto bonglab/color-cube"
31628;5535;VINCULAR;si;"color verde; mismo producto bonglab/color-cube"
31627;5535;VINCULAR;si;"color azul; mismo producto bonglab/color-cube"
31728;5530;VINCULAR;si;"color azul; mismo producto bonglab/sheikh"
31729;5530;VINCULAR;si;"color Rosa; mismo producto bonglab/sheikh"
31730;5530;VINCULAR;si;"color SKY BLUE; mismo producto bonglab/sheikh"
31732;5530;VINCULAR;si;"color Negro; mismo producto bonglab/sheikh"
31731;5530;VINCULAR;si;"color Verde azulado; mismo producto bonglab/sheikh"
31727;5530;VINCULAR;si;"color verde; mismo producto bonglab/sheikh"
31650;10218;VINCULAR;si;"color azul; mismo producto bonglab/handy-rig"
31652;10218;VINCULAR;si;"color Negro; mismo producto bonglab/handy-rig"
31653;10218;VINCULAR;si;"color Verde azulado; mismo producto bonglab/handy-rig"
31651;10218;VINCULAR;si;"color Rosa; mismo producto bonglab/handy-rig"
31840;10648;VINCULAR;no;"edicion Canyon; mismo producto puffco/new-peak-onyx"
31842;10648;VINCULAR;no;"edicion Bliss; mismo producto puffco/new-peak-onyx"
31841;10648;VINCULAR;no;"edicion Sky; mismo producto puffco/new-peak-onyx"
31843;10648;VINCULAR;no;"edicion Cloud; mismo producto puffco/new-peak-onyx"
31844;10648;VINCULAR;no;"edicion Pine; mismo producto puffco/new-peak-onyx"
31761;10164;VINCULAR;no;"color SPINNER GREEN; mismo producto bonglab/headshot"
31762;10164;VINCULAR;no;"color SPINNER SOLID PURPLE; mismo producto bonglab/headshot"
31759;10164;VINCULAR;no;"color azul; mismo producto bonglab/headshot"
31760;10164;VINCULAR;no;"color SOLID PURPLE; mismo producto bonglab/headshot"
31765;10167;VINCULAR;si;"color RAINBOW; mismo producto bonglab/mercurial"
31766;10167;VINCULAR;si;"color SMOKEY GREY; mismo producto bonglab/mercurial"
31764;10167;VINCULAR;si;"color KH1; mismo producto bonglab/mercurial"
31777;10460;VINCULAR;no;"color JADE; mismo producto bateria-intercambiable-aeris"
31779;10460;VINCULAR;no;"color GRAPE; mismo producto bateria-intercambiable-aeris"
31778;10460;VINCULAR;no;"color MIDNIGHT; mismo producto bateria-intercambiable-aeris"
31780;10460;VINCULAR;no;"color BUBBLEGUM; mismo producto bateria-intercambiable-aeris"
31781;10460;VINCULAR;no;"color CLEAR; mismo producto bateria-intercambiable-aeris"
32076;5750;VINCULAR;no;"color Ambar; mismo producto bonglab/bowl-screen-14mm"
32077;5750;VINCULAR;no;"color Rosa; mismo producto bonglab/bowl-screen-14mm"
78138;10399;VINCULAR;si;"tamano 12 CM; mismo producto difusor-magenta-14mm-12cm"
32253;10421;VINCULAR;no;"color verde; mismo producto piecemaker/kube-9cm"
32914;10521;VINCULAR;no;"color verde; mismo producto yocan/kodo-pro"
32915;10521;VINCULAR;no;"color Rojo; mismo producto yocan/kodo-pro"
32916;10521;VINCULAR;no;"color Naranjo; mismo producto yocan/kodo-pro"
32917;10521;VINCULAR;no;"color Blanco; mismo producto yocan/kodo-pro"
32918;10521;VINCULAR;no;"color Rosa; mismo producto yocan/kodo-pro"
32919;10521;VINCULAR;no;"color Verde azulado; mismo producto yocan/kodo-pro"
32920;10521;VINCULAR;no;"color Morado; mismo producto yocan/kodo-pro"
32921;10521;VINCULAR;no;"color Negro; mismo producto yocan/kodo-pro"
32963;10610;VINCULAR;no;"punta SPOON; mismo producto bonglab/dabber-dual"
32961;10610;VINCULAR;no;"punta DART; mismo producto bonglab/dabber-dual"
32962;10610;VINCULAR;no;"punta SHOVEL; mismo producto bonglab/dabber-dual"
33094;10503;VINCULAR;si;"color verde; mismo producto yocan/pocket"
33096;10503;VINCULAR;si;"color Rosa; mismo producto yocan/pocket"
33089;10548;VINCULAR;no;"color Rojo; mismo producto yocan/flat"
33090;10548;VINCULAR;no;"color Morado; mismo producto yocan/flat"
33227;10445;VINCULAR;no;"color RAINBOW; mismo producto rolling-tray-acero-inoxidable"
33329;10498;VINCULAR;no;"tamano XL; mismo producto poleron-pink-hoodie"
33328;10498;VINCULAR;no;"tamano MEDIUM; mismo producto poleron-pink-hoodie"
30974;5498;VINCULAR;no;"color Rojo; mismo producto galaxy/ecologico"
30975;5498;VINCULAR;no;"color verde; mismo producto galaxy/ecologico"
29055;5792;VINCULAR;no;"color Rosa; mismo producto galaxy/pocket-ceramic"
29057;5792;VINCULAR;no;"color Gris; mismo producto galaxy/pocket-ceramic"
29054;5792;VINCULAR;no;"color verde; mismo producto galaxy/pocket-ceramic"
29058;5792;VINCULAR;no;"color LIGHT GREEN; mismo producto galaxy/pocket-ceramic"
29059;5792;VINCULAR;no;"color Morado; mismo producto galaxy/pocket-ceramic"
29056;5792;VINCULAR;no;"color Dorado; mismo producto galaxy/pocket-ceramic"
30967;10082;VINCULAR;si;"color verde; mismo producto galaxy/ceramic-60mm"
30968;10082;VINCULAR;si;"color Rosa; mismo producto galaxy/ceramic-60mm"
30969;10082;VINCULAR;si;"color Gris; mismo producto galaxy/ceramic-60mm"
30970;10082;VINCULAR;si;"color LIGHT GREEN; mismo producto galaxy/ceramic-60mm"
30971;10082;VINCULAR;si;"color Dorado; mismo producto galaxy/ceramic-60mm"
30972;10082;VINCULAR;si;"color Negro; mismo producto galaxy/ceramic-60mm"
31014;10110;VINCULAR;no;"color Gris; mismo producto galaxy/square-ceramic"
31019;10110;VINCULAR;no;"color MIDNIGHT GREEN; mismo producto galaxy/square-ceramic"
31021;5502;VINCULAR;si;"color GRAPE; mismo producto galaxy/new-pro-model"
31087;10126;VINCULAR;no;"color verde; mismo producto galaxy/mars-55mm"
31089;10126;VINCULAR;no;"color Gris; mismo producto galaxy/mars-55mm"
31090;10126;VINCULAR;no;"color Dorado; mismo producto galaxy/mars-55mm"
31086;10126;VINCULAR;no;"color azul; mismo producto galaxy/mars-55mm"
31088;10126;VINCULAR;no;"color Negro; mismo producto galaxy/mars-55mm"
31800;10447;VINCULAR;no;"color CAMO; mismo producto ryot/roller-wallet"
32789;10216;VINCULAR;no;"color Morado; mismo producto calvo/four-horn"
31583;10375;VINCULAR;no;"color TRANSLUCENT BLUE; mismo producto calvo/difusor-premium-14mm"
31582;10375;VINCULAR;no;"color azul; mismo producto calvo/difusor-premium-14mm"
31584;10375;VINCULAR;no;"color TRANSLUCENT GREEN; mismo producto calvo/difusor-premium-14mm"
31219;6002;VINCULAR;si;"color Rosa; mismo producto slx/ceramic-90mm"
31662;5341;VINCULAR;si;"color Morado; mismo producto bonglab/jelly-drop"
31664;5341;VINCULAR;si;"color Ambar; mismo producto bonglab/jelly-drop"
31663;5341;VINCULAR;si;"color Negro; mismo producto bonglab/jelly-drop"
31661;5341;VINCULAR;si;"color azul; mismo producto bonglab/jelly-drop"
31665;5341;VINCULAR;si;"color Rosa; mismo producto bonglab/jelly-drop"
31339;10257;VINCULAR;no;"color Azul oscuro; mismo producto bonglab/bowl-perlas-18mm"
31340;10257;VINCULAR;no;"color GOLDEN; mismo producto bonglab/bowl-perlas-18mm"
31267;10209;VINCULAR;no;"color PSYCO; mismo producto bonglab/nectar-collector-mini-17cm"
31283;5749;VINCULAR;no;"color Azul oscuro; mismo producto bonglab/bowl-bowl-14mm"
31284;5749;VINCULAR;no;"color GOLDEN; mismo producto bonglab/bowl-bowl-14mm"
31286;5749;VINCULAR;no;"color Rosa; mismo producto bonglab/bowl-bowl-14mm"
31304;5772;VINCULAR;no;"color Negro; mismo producto bonglab/classic-ice-pro"
31351;10258;VINCULAR;no;"color verde; mismo producto bonglab/bowl-pro-14mm"
31359;5519;VINCULAR;si;"color Verde azulado; mismo producto bonglab/big-blow"
31360;5519;VINCULAR;si;"color Negro; mismo producto bonglab/big-blow"
31358;5519;VINCULAR;si;"color azul; mismo producto bonglab/big-blow"
31383;10288;VINCULAR;no;"color Verde azulado; mismo producto bonglab/dream-rig-x4"
29041;10096;VINCULAR;no;"color CLEAR; mismo producto the-bulldog/plastic-3-partes-63mm"
90944;10681;VINCULAR;no;"color MOCHANICAL GREEN; mismo producto airistech/bateria-mystica-max"
33296;10681;VINCULAR;no;"color MOCHANICAL GRENN; mismo producto airistech/bateria-mystica-max"
31680;5522;VINCULAR;si;"color azul; mismo producto bonglab/mad-professor"
31682;5522;VINCULAR;si;"color JADE GREEN; mismo producto bonglab/mad-professor"
31681;5522;VINCULAR;si;"color verde; mismo producto bonglab/mad-professor"
31683;5522;VINCULAR;si;"color Rosa; mismo producto bonglab/mad-professor"
31684;5522;VINCULAR;si;"color Morado; mismo producto bonglab/mad-professor"
31685;5522;VINCULAR;si;"color AMBAR; mismo producto bonglab/mad-professor"
31686;5522;VINCULAR;si;"color Verde azulado; mismo producto bonglab/mad-professor"
31687;5522;VINCULAR;si;"color Negro; mismo producto bonglab/mad-professor"
31704;5528;VINCULAR;si;"color Negro; mismo producto bonglab/pocket-bell"
31702;5528;VINCULAR;si;"color azul; mismo producto bonglab/pocket-bell"
31703;5528;VINCULAR;si;"color verde; mismo producto bonglab/pocket-bell"
31705;5528;VINCULAR;si;"color Rosa; mismo producto bonglab/pocket-bell"
31745;5533;VINCULAR;no;"color Verde azulado; mismo producto bonglab/water-splash"
